architecture,scenario,pilot_seed,method_id,method,implementation,allocation,learning_rate,lora_plus_ratio,validation_accuracy,validation_nll,best_epoch,epochs_ran,trainable_parameters,train_seconds
mlp,mixed,44,magnitude,Magnitude-only,magnitude,0-0-0,0.03,1.0,0.6944444444444444,0.9195234775543213,93,111,202,0.9627267340001708
mlp,mixed,55,magnitude,Magnitude-only,magnitude,0-0-0,0.03,1.0,0.7111111111111111,0.8860934972763062,108,120,202,1.0390052200000355
mlp,mixed,11,lora,LoRA,lora,4-4-4,0.003,1.0,0.75,0.8251632452011108,62,80,1832,0.8060455690001618
mlp,mixed,22,lora,LoRA,lora,4-4-4,0.003,1.0,0.7388888888888889,0.91400545835495,35,53,1832,0.5335097090001
mlp,mixed,33,lora,LoRA,lora,4-4-4,0.003,1.0,0.7666666666666667,0.9150053858757019,68,86,1832,0.8662328020000132
mlp,mixed,44,lora,LoRA,lora,4-4-4,0.003,1.0,0.7833333333333333,0.7871224880218506,46,64,1832,0.6714227560000836
mlp,mixed,55,lora,LoRA,lora,4-4-4,0.003,1.0,0.7583333333333333,0.8072748780250549,63,81,1832,0.8350408989999778
mlp,mixed,11,lora,LoRA,lora,4-4-4,0.01,1.0,0.7416666666666667,0.8843899369239807,21,39,1832,0.38974482000003263
mlp,mixed,22,lora,LoRA,lora,4-4-4,0.01,1.0,0.75,0.9125341773033142,37,55,1832,0.5595779509999375
mlp,mixed,33,lora,LoRA,lora,4-4-4,0.01,1.0,0.7611111111111111,0.8689619898796082,15,33,1832,0.33445639499996105
mlp,mixed,44,lora,LoRA,lora,4-4-4,0.01,1.0,0.7777777777777778,0.8432794213294983,22,40,1832,0.4111499939999703
mlp,mixed,55,lora,LoRA,lora,4-4-4,0.01,1.0,0.7444444444444445,0.8442423343658447,20,38,1832,0.3975937929999418
mlp,mixed,11,lora,LoRA,lora,4-4-4,0.03,1.0,0.7472222222222222,1.0022603273391724,21,39,1832,0.404969082000207
mlp,mixed,22,lora,LoRA,lora,4-4-4,0.03,1.0,0.7805555555555556,0.8920169472694397,21,39,1832,0.3982047629997396
mlp,mixed,33,lora,LoRA,lora,4-4-4,0.03,1.0,0.7638888888888888,0.9942829608917236,8,26,1832,0.2679097809996165
mlp,mixed,44,lora,LoRA,lora,4-4-4,0.03,1.0,0.775,1.0485228300094604,18,36,1832,0.36199882299979436
mlp,mixed,55,lora,LoRA,lora,4-4-4,0.03,1.0,0.7611111111111111,0.7811831831932068,12,30,1832,0.30351998299966
mlp,mixed,11,lora_plus,LoRA+,lora_plus,4-4-4,0.0003,16.0,0.7166666666666667,0.9238948225975037,117,120,1832,1.227499276999879
mlp,mixed,22,lora_plus,LoRA+,lora_plus,4-4-4,0.0003,16.0,0.7333333333333333,0.9387021660804749,89,107,1832,1.0918713400001252
mlp,mixed,33,lora_plus,LoRA+,lora_plus,4-4-4,0.0003,16.0,0.7472222222222222,0.9326649904251099,103,120,1832,1.3382058689999212
mlp,mixed,44,lora_plus,LoRA+,lora_plus,4-4-4,0.0003,16.0,0.7583333333333333,0.8471450805664062,120,120,1832,1.4499316149999686
mlp,mixed,55,lora_plus,LoRA+,lora_plus,4-4-4,0.0003,16.0,0.7305555555555555,0.8634960651397705,112,120,1832,1.5286272289999943
mlp,mixed,11,lora_plus,LoRA+,lora_plus,4-4-4,0.001,16.0,0.7416666666666667,0.9789575934410095,61,79,1832,0.8915172209999582
mlp,mixed,22,lora_plus,LoRA+,lora_plus,4-4-4,0.001,16.0,0.7277777777777777,0.9334540367126465,54,72,1832,0.7757923529998152
mlp,mixed,33,lora_plus,LoRA+,lora_plus,4-4-4,0.001,16.0,0.7583333333333333,1.0504556894302368,49,67,1832,0.6809721370000261
mlp,mixed,44,lora_plus,LoRA+,lora_plus,4-4-4,0.001,16.0,0.7833333333333333,0.845647931098938,41,59,1832,0.6023435940001036
mlp,mixed,55,lora_plus,LoRA+,lora_plus,4-4-4,0.001,16.0,0.7361111111111112,0.9426534175872803,54,72,1832,0.7041539470001226
mlp,mixed,11,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.7333333333333333,1.0148732662200928,22,40,1832,0.3864595489999374
mlp,mixed,22,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.7694444444444445,1.0724323987960815,58,76,1832,0.7405053240004236
mlp,mixed,33,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.7666666666666667,1.2221142053604126,33,51,1832,0.49797059799993804
mlp,mixed,44,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.7805555555555556,0.8898462653160095,11,29,1832,0.28323144900014086
mlp,mixed,55,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.7611111111111111,1.0045759677886963,31,49,1832,0.4723929209999369
mlp,mixed,11,dora,DoRA,dora,4-4-4,0.003,1.0,0.7444444444444445,0.8058286905288696,66,84,2034,0.9656465110001591
mlp,mixed,22,dora,DoRA,dora,4-4-4,0.003,1.0,0.7388888888888889,0.8604943156242371,40,58,2034,0.7086645939998562
mlp,mixed,33,dora,DoRA,dora,4-4-4,0.003,1.0,0.7611111111111111,0.838395357131958,60,78,2034,1.053084556000158
mlp,mixed,44,dora,DoRA,dora,4-4-4,0.003,1.0,0.7916666666666666,0.8102313280105591,57,75,2034,1.0772650210001302
mlp,mixed,55,dora,DoRA,dora,4-4-4,0.003,1.0,0.7583333333333333,0.7849089503288269,63,81,2034,1.0792930969996632
mlp,mixed,11,dora,DoRA,dora,4-4-4,0.01,1.0,0.7527777777777778,0.8398744463920593,34,52,2034,0.64692179199983
mlp,mixed,22,dora,DoRA,dora,4-4-4,0.01,1.0,0.775,0.9007440209388733,69,87,2034,1.0302693309999995
mlp,mixed,33,dora,DoRA,dora,4-4-4,0.01,1.0,0.7666666666666667,0.8838473558425903,30,48,2034,0.6145651369997722
mlp,mixed,44,dora,DoRA,dora,4-4-4,0.01,1.0,0.7888888888888889,0.8305128216743469,25,43,2034,0.5300538829997095
mlp,mixed,55,dora,DoRA,dora,4-4-4,0.01,1.0,0.7583333333333333,0.8080480098724365,30,48,2034,0.5667594930000632
mlp,mixed,11,dora,DoRA,dora,4-4-4,0.03,1.0,0.7472222222222222,0.8043212294578552,16,34,2034,0.3962011420003364
mlp,mixed,22,dora,DoRA,dora,4-4-4,0.03,1.0,0.7555555555555555,0.7104886174201965,14,32,2034,0.3770508699999482
mlp,mixed,33,dora,DoRA,dora,4-4-4,0.03,1.0,0.7666666666666667,0.865492582321167,25,43,2034,0.5112145999996756
mlp,mixed,44,dora,DoRA,dora,4-4-4,0.03,1.0,0.7972222222222223,0.6889224052429199,10,28,2034,0.3283037679998415
mlp,mixed,55,dora,DoRA,dora,4-4-4,0.03,1.0,0.8,0.6449998617172241,14,32,2034,0.37772046899999623
mlp,mixed,11,full,Full fine-tuning,full,0-0-0,0.0001,1.0,0.675,1.3750863075256348,83,101,17226,0.9013118150000992
mlp,mixed,22,full,Full fine-tuning,full,0-0-0,0.0001,1.0,0.6722222222222223,1.257663607597351,108,120,17226,1.0977167370001553
mlp,mixed,33,full,Full fine-tuning,full,0-0-0,0.0001,1.0,0.6888888888888889,1.4256912469863892,75,93,17226,0.8537214769999082
mlp,mixed,44,full,Full fine-tuning,full,0-0-0,0.0001,1.0,0.7,1.1517951488494873,119,120,17226,1.0670135580003262
mlp,mixed,55,full,Full fine-tuning,full,0-0-0,0.0001,1.0,0.6944444444444444,1.1930972337722778,120,120,17226,1.088662597000166
mlp,mixed,11,full,Full fine-tuning,full,0-0-0,0.0003,1.0,0.7222222222222222,0.8668604493141174,98,116,17226,1.0348339170000145
mlp,mixed,22,full,Full fine-tuning,full,0-0-0,0.0003,1.0,0.7333333333333333,0.863185465335846,119,120,17226,1.0444806929999686
mlp,mixed,33,full,Full fine-tuning,full,0-0-0,0.0003,1.0,0.7333333333333333,0.9582545757293701,118,120,17226,1.0638716769999519
mlp,mixed,44,full,Full fine-tuning,full,0-0-0,0.0003,1.0,0.7611111111111111,0.837489902973175,116,120,17226,1.0797174310000628
mlp,mixed,55,full,Full fine-tuning,full,0-0-0,0.0003,1.0,0.7388888888888889,0.9271208047866821,89,107,17226,0.9584196720002183
mlp,mixed,11,full,Full fine-tuning,full,0-0-0,0.001,1.0,0.7611111111111111,0.9210395812988281,97,115,17226,1.0206734329999563
mlp,mixed,22,full,Full fine-tuning,full,0-0-0,0.001,1.0,0.7861111111111111,0.8240725994110107,74,92,17226,0.806253328999901
mlp,mixed,33,full,Full fine-tuning,full,0-0-0,0.001,1.0,0.7666666666666667,0.9990097284317017,83,101,17226,0.9042571660002068
mlp,mixed,44,full,Full fine-tuning,full,0-0-0,0.001,1.0,0.8055555555555556,0.9327243566513062,103,120,17226,1.0903843149999375
mlp,mixed,55,full,Full fine-tuning,full,0-0-0,0.001,1.0,0.7416666666666667,0.8647842407226562,38,56,17226,0.510791270000027
mlp,mixed,11,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.003,1.0,0.7444444444444445,0.817354679107666,60,78,2024,0.7624416039998323
mlp,mixed,22,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.003,1.0,0.7555555555555555,0.9521244764328003,94,112,2024,1.1255801679999422
mlp,mixed,33,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.003,1.0,0.775,0.9054360389709473,59,77,2024,0.913649594999697
mlp,mixed,44,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.003,1.0,0.7916666666666666,0.7975550293922424,47,65,2024,0.7757327579997764
mlp,mixed,55,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.003,1.0,0.7638888888888888,0.8088666200637817,53,71,2024,0.7499935790001473
mlp,mixed,11,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.01,1.0,0.7361111111111112,0.8521134853363037,19,37,2024,0.38598360899959516
mlp,mixed,22,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.01,1.0,0.7333333333333333,0.8806816935539246,16,34,2024,0.35309922699980234
mlp,mixed,33,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.01,1.0,0.7722222222222223,0.8998602032661438,18,36,2024,0.4043116650000229
mlp,mixed,44,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.01,1.0,0.7805555555555556,0.9414209723472595,22,40,2024,0.4282059440001831
mlp,mixed,55,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.01,1.0,0.7777777777777778,1.542879581451416,79,97,2024,0.984463624
mlp,mixed,11,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.7527777777777778,1.0968151092529297,21,39,2024,0.3809600720001072
mlp,mixed,22,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.7916666666666666,0.920127809047699,13,31,2024,0.31056896900008724
mlp,mixed,33,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.7888888888888889,1.242088794708252,34,52,2024,0.5170124220003345
mlp,mixed,44,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.7722222222222223,1.0492159128189087,18,36,2024,0.3639880529999573
mlp,mixed,55,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.7722222222222223,1.1746546030044556,24,42,2024,0.4098941659999582
mlp,mixed,11,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.003,1.0,0.7444444444444445,0.8227732181549072,63,81,2024,0.8148190239999167
mlp,mixed,22,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.003,1.0,0.7361111111111112,0.8940086960792542,40,58,2024,0.5810541979999471
mlp,mixed,33,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.003,1.0,0.7666666666666667,0.8569875359535217,52,70,2024,0.7073095880000437
mlp,mixed,44,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.003,1.0,0.7861111111111111,0.83193039894104,57,75,2024,0.7751581090001309
mlp,mixed,55,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.003,1.0,0.75,0.8277669548988342,63,81,2024,0.8079497779999656
mlp,mixed,11,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.01,1.0,0.7388888888888889,0.8852177858352661,21,39,2024,0.39949145300033706
mlp,mixed,22,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.01,1.0,0.7472222222222222,0.9182150959968567,37,55,2024,0.5447726749998765
mlp,mixed,33,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.01,1.0,0.7638888888888888,0.8925305604934692,18,36,2024,0.3545834609999474
mlp,mixed,44,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.01,1.0,0.7861111111111111,0.9313029050827026,27,45,2024,0.4421636560000479
mlp,mixed,55,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.01,1.0,0.7555555555555555,0.8469673991203308,20,38,2024,0.37175409200017384
mlp,mixed,11,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.03,1.0,0.7444444444444445,0.8803164958953857,15,33,2024,0.33030939899981604
mlp,mixed,22,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.03,1.0,0.7805555555555556,0.8930370807647705,24,42,2024,0.42036967000012737
mlp,mixed,33,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.03,1.0,0.775,1.1207330226898193,25,43,2024,0.43124625700011165
mlp,mixed,44,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.03,1.0,0.7888888888888889,0.9343917965888977,12,30,2024,0.29506607900020754
mlp,mixed,55,lora_matched,LoRA (DoRA-matched budget),lora,4-5-4,0.03,1.0,0.7583333333333333,0.8100736737251282,14,32,2024,0.31968084500022087
mlp,mixed,11,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.003,1.0,0.7416666666666667,0.827078104019165,63,81,1980,0.8120069890001105
mlp,mixed,22,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.003,1.0,0.7388888888888889,0.9174777269363403,35,53,1980,0.5432704909999302
mlp,mixed,33,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.003,1.0,0.7611111111111111,0.8695889115333557,52,70,1980,0.7074276319999626
mlp,mixed,44,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.003,1.0,0.7888888888888889,0.9170303344726562,67,85,1980,0.8550578429999405
mlp,mixed,55,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.003,1.0,0.7583333333333333,0.8235588669776917,60,78,1980,0.799077607000072
mlp,mixed,11,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.01,1.0,0.7333333333333333,0.8910831212997437,21,39,1980,0.39484116700032246
mlp,mixed,22,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.01,1.0,0.75,0.9202536940574646,37,55,1980,0.558216302999881
mlp,mixed,33,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.01,1.0,0.7583333333333333,0.9395125508308411,25,43,1980,0.44838508700013335
mlp,mixed,44,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.01,1.0,0.7833333333333333,0.9592841267585754,29,47,1980,0.46435338499986756
mlp,mixed,55,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.01,1.0,0.7527777777777778,1.29645574092865,66,84,1980,0.82647662699992
mlp,mixed,11,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.03,1.0,0.7333333333333333,0.9829237461090088,18,36,1980,0.3571124720001535
mlp,mixed,22,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.03,1.0,0.7666666666666667,0.8240103721618652,13,31,1980,0.30519366799990166
mlp,mixed,33,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.03,1.0,0.775,0.8878166079521179,8,26,1980,0.25305560499964486
mlp,mixed,44,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.03,1.0,0.7972222222222223,0.9815513491630554,14,32,1980,0.314177152999946
mlp,mixed,55,lora_matched,LoRA (DoRA-matched budget),lora,4-4-6,0.03,1.0,0.7833333333333333,0.8605862855911255,14,32,1980,0.32538565100003325
mlp,mixed,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.003,1.0,0.7416666666666667,0.8028957843780518,66,84,1768,0.990636837999773
mlp,mixed,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.003,1.0,0.7388888888888889,0.8556082844734192,47,65,1768,0.7776472679997823
mlp,mixed,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.003,1.0,0.7611111111111111,0.8277695775032043,60,78,1768,0.9274846400003298
mlp,mixed,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.003,1.0,0.7888888888888889,0.7942844033241272,57,75,1768,0.889884961000007
mlp,mixed,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.003,1.0,0.7638888888888888,0.7737504839897156,63,81,1768,1.0486125249999532
mlp,mixed,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.01,1.0,0.7388888888888889,0.8210457563400269,29,47,1768,0.638747104000231
mlp,mixed,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.01,1.0,0.7694444444444445,0.812170147895813,44,62,1768,0.8406155869997747
mlp,mixed,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.01,1.0,0.7694444444444445,0.9163443446159363,32,50,1768,0.6859943489998841
mlp,mixed,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.01,1.0,0.7916666666666666,0.8299588561058044,25,43,1768,0.5969577849996313
mlp,mixed,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.01,1.0,0.7583333333333333,0.7962673902511597,30,48,1768,0.668331570999726
mlp,mixed,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.7472222222222222,0.8162292242050171,14,32,1768,0.43410653099999763
mlp,mixed,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.7611111111111111,0.7813634276390076,24,42,1768,0.5020818030002374
mlp,mixed,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.7861111111111111,0.7689530849456787,10,28,1768,0.34822443999973984
mlp,mixed,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.7805555555555556,0.6926031112670898,10,28,1768,0.3777520160001586
mlp,mixed,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.8,0.639680802822113,14,32,1768,0.4110346710003796
mlp,mixed,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.003,1.0,0.7277777777777777,0.8299638628959656,68,86,1768,1.0405491040000925
mlp,mixed,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.003,1.0,0.7388888888888889,0.8630540370941162,43,61,1768,0.7326236530002461
mlp,mixed,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.003,1.0,0.7555555555555555,0.8277894854545593,61,79,1768,0.9665598850001516
mlp,mixed,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.003,1.0,0.7805555555555556,0.8106791973114014,67,85,1768,1.0209661620001498
mlp,mixed,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.003,1.0,0.7694444444444445,0.7923861742019653,73,91,1768,1.2942521209997722
mlp,mixed,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.01,1.0,0.7277777777777777,0.9065995216369629,38,56,1768,0.8065955750003013
mlp,mixed,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.01,1.0,0.7611111111111111,0.856281042098999,56,74,1768,0.9141107559999
mlp,mixed,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.01,1.0,0.75,0.9230051040649414,33,51,1768,0.6063166369999635
mlp,mixed,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.01,1.0,0.7805555555555556,0.8234513401985168,27,45,1768,0.5500572569999349
mlp,mixed,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.01,1.0,0.7777777777777778,0.7491896748542786,37,55,1768,0.6628252519999478
mlp,mixed,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.03,1.0,0.7222222222222222,0.9144917130470276,18,36,1768,0.43925018599975374
mlp,mixed,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.03,1.0,0.7555555555555555,0.7126581072807312,15,33,1768,0.41472971499979394
mlp,mixed,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.03,1.0,0.7555555555555555,0.891115665435791,20,38,1768,0.45461231999979645
mlp,mixed,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.03,1.0,0.7777777777777778,0.718718945980072,10,28,1768,0.3570002100000238
mlp,mixed,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-4-3,0.03,1.0,0.7833333333333333,0.7306689620018005,20,38,1768,0.4757787560001816
mlp,mixed,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.003,1.0,0.7305555555555555,0.8692697882652283,57,75,1798,0.8708271660002538
mlp,mixed,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.003,1.0,0.7361111111111112,0.8567876219749451,47,65,1798,0.7608274469998833
mlp,mixed,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.003,1.0,0.7416666666666667,0.8762332201004028,41,59,1798,0.6849777140000697
mlp,mixed,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.003,1.0,0.7833333333333333,0.8064985275268555,70,88,1798,1.0299647649999315
mlp,mixed,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.003,1.0,0.7777777777777778,0.834143340587616,83,101,1798,1.1862984239996877
mlp,mixed,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.01,1.0,0.7361111111111112,0.866589367389679,36,54,1798,0.6640140819999942
mlp,mixed,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.01,1.0,0.7388888888888889,0.8798254132270813,52,70,1798,0.8444969580000361
mlp,mixed,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.01,1.0,0.75,0.8813719153404236,32,50,1798,0.6125010710002243
mlp,mixed,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.01,1.0,0.7777777777777778,0.8677231073379517,34,52,1798,0.6259147269997811
mlp,mixed,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.01,1.0,0.7833333333333333,0.7661293745040894,30,48,1798,0.5822846350001782
mlp,mixed,11,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.03,1.0,0.725,0.8364959955215454,14,32,1798,0.38986253999973997
mlp,mixed,22,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.03,1.0,0.7555555555555555,0.7704840898513794,16,34,1798,0.4117227329998059
mlp,mixed,33,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.03,1.0,0.7583333333333333,0.9651345014572144,29,47,1798,0.5661711399998239
mlp,mixed,44,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.03,1.0,0.7805555555555556,0.6985341310501099,10,28,1798,0.33948450299976685
mlp,mixed,55,dora_budgeted,DoRA (LoRA-budget ceiling),dora,3-3-6,0.03,1.0,0.7777777777777778,0.74112868309021,25,43,1798,0.5425785649999852
